name,countries,regions,localities,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
Mazurski,Poland,Warmian-Masurian Voivodeship,,operating,yes,no,,,31,148,180,2,2,europe,,,https://openskimap.org/?obj=17ad7c0f9c5309c30f4dc005d68a1ec4a1e295bf,17ad7c0f9c5309c30f4dc005d68a1ec4a1e295bf,Point,53.888816,21.986064,https://www.skimap.org/SkiAreas/view/12595
,Czechia,Vysocina,,operating,yes,no,0,,60,586,645,1,1,europe,,,https://openskimap.org/?obj=17afedcd-d83c-44d2-bdcc-1969501bde14,17afedcd-d83c-44d2-bdcc-1969501bde14,Point,49.642167,15.305779,
Grindelwald - Männlichen (Schlittelpiste),Switzerland,Bern,"Grindelwald;Kleine Scheidegg;Lauterbrunnen;Mürren;Stechelberg;Wengen",operating,yes,no,8,,1284,940,2223,140,8,europe,,https://www.jungfrau.ch/de-ch/grindelwaldfirst/,https://openskimap.org/?obj=17b19c745f7d69545421bdb985f0b981abfc70ae,17b19c745f7d69545421bdb985f0b981abfc70ae,Point,46.617130,7.966453,https://www.openstreetmap.org/relation/3398479 https://www.skimap.org/SkiAreas/view/17207
Le Lioran,France,Cantal,"Albepierre-Bredons;Brezons;Laveissière;Paulhac;St.-Jacques-des-Blats",operating,yes,no,45,,661,1161,1822,19,10,europe,,https://skipass.lelioran.com,https://openskimap.org/?obj=17bf348db2822fa217ab7118b044c1c33a45928e,17bf348db2822fa217ab7118b044c1c33a45928e,Polygon,45.080173,2.751028,https://www.openstreetmap.org/way/758151764 https://www.skimap.org/SkiAreas/view/973
,Germany,Baden-Württemberg,Bopfingen,operating,yes,no,1,,66,535,602,1,1,europe,,,https://openskimap.org/?obj=17c95160-3dc9-4d73-a5fd-0903865a3604,17c95160-3dc9-4d73-a5fd-0903865a3604,Point,48.851888,10.339402,
,Germany,Baden-Württemberg,Mahlstetten,operating,yes,no,0,,55,825,881,1,1,europe,,,https://openskimap.org/?obj=17d1b1a6-90f9-40f4-a86e-81c591802e39,17d1b1a6-90f9-40f4-a86e-81c591802e39,Point,48.067163,8.815535,
,United States,Michigan,"Haring;Lake",operating,no,yes,,16,71,388,459,,,north_america,,,https://openskimap.org/?obj=17e2d1ab-ffa3-4fb9-b1ff-3fdf5fd1fa05,17e2d1ab-ffa3-4fb9-b1ff-3fdf5fd1fa05,Point,44.273102,-85.338900,
"天塩町町民スキー場, Teshio Chomin Ski Area",Japan,Hokkaido Prefecture,,operating,yes,no,,,74,32,105,1,,japan,,https://www.teshiotown.hokkaido.jp/?page_id=636,https://openskimap.org/?obj=17e315649681aec484a390306339746054f86ffe,17e315649681aec484a390306339746054f86ffe,Polygon,44.903270,141.830396,https://www.openstreetmap.org/way/1350904514 https://www.skimap.org/SkiAreas/view/1258
Piano Battaglia,Italy,Palermo,,operating,yes,no,3,,255,1573,1828,3,2,europe,,http://www.pianobattaglia.it/,https://openskimap.org/?obj=17e448fea557b09ea192ecd4bb1d9c1d0bcec21d,17e448fea557b09ea192ecd4bb1d9c1d0bcec21d,Point,37.870897,14.024305,https://www.openstreetmap.org/relation/4088578 https://www.skimap.org/SkiAreas/view/4482
"志賀高原 渋峠スキー場, Shiga Kogen Shibutoge Ski Area",Japan,"Gunma Prefecture;Nagano Prefecture",,operating,yes,no,2,,143,2158,2301,1,,japan,,https://www.shigakogen.gr.jp/,https://openskimap.org/?obj=17e61ac391fb93443d34b4d5776b101ae946e902,17e61ac391fb93443d34b4d5776b101ae946e902,Polygon,36.669833,138.531408,https://www.openstreetmap.org/way/937404336 https://www.skimap.org/SkiAreas/view/1664
,Norway,Møre and Romsdal,,operating,no,yes,,1,28,3,31,,,europe,,,https://openskimap.org/?obj=17eaffcc-4158-4042-b336-af958056b05a,17eaffcc-4158-4042-b336-af958056b05a,Point,63.037192,8.047849,
Aspen Highlands,United States,Colorado,Aspen,operating,yes,no,43,,1057,2472,3529,6,,north_america,Q4807815,https://www.aspensnowmass.com/,https://openskimap.org/?obj=17ecc8c89d952d6627cb8b0daf438530fb2d99e3,17ecc8c89d952d6627cb8b0daf438530fb2d99e3,Polygon,39.163082,-106.862015,https://www.openstreetmap.org/way/530531926 https://www.skimap.org/SkiAreas/view/1032
Turufjell Skisenter,Norway,Viken,,operating,yes,no,5,,139,672,811,3,3,europe,,,https://openskimap.org/?obj=17ee15a12e3b4b51dcdd9e277fa3ab2a58a85028,17ee15a12e3b4b51dcdd9e277fa3ab2a58a85028,Polygon,60.472182,9.494736,https://www.openstreetmap.org/way/832382629
铭山绿洲滑雪场,China,Jilin,,operating,yes,no,0,,81,262,343,4,4,north_america,,,https://openskimap.org/?obj=17f36dcf888a1e77dddbd4387bff39bf5764354d,17f36dcf888a1e77dddbd4387bff39bf5764354d,Polygon,43.883308,126.660520,https://www.openstreetmap.org/way/1291648924
Bärenalm,Austria,Upper Austria,,abandoned,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=17f422936c9073e92918fa968bc5f2388e410d7e,17f422936c9073e92918fa968bc5f2388e410d7e,Point,47.665030,14.107085,https://www.skimap.org/SkiAreas/view/12383
Pando Ski Center,United States,Michigan,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=17f5a538306771902ed2c824c2ed93c680052457,17f5a538306771902ed2c824c2ed93c680052457,Point,43.083919,-85.468526,https://www.skimap.org/SkiAreas/view/402
,United States,Alaska,"Covenant Life;Mosquito Lake",operating,no,yes,,10,28,33,61,,,north_america,,,https://openskimap.org/?obj=17f7ff98-f7b9-44f2-b668-2b57208c80e8,17f7ff98-f7b9-44f2-b668-2b57208c80e8,Point,59.400595,-135.947712,
"Горнолыжный центр ""Некрасово""",Russia,Tula,,operating,yes,no,2,,40,183,223,4,4,europe,,,https://openskimap.org/?obj=17fe48d7c2b08dcee950ae7b51130d8fc3531d43,17fe48d7c2b08dcee950ae7b51130d8fc3531d43,Point,54.293045,37.525557,https://www.openstreetmap.org/relation/9273497
,United States,Oregon,,operating,no,yes,,3,128,1652,1780,,,north_america,,,https://openskimap.org/?obj=17feb827-7c11-4b11-9e65-e193e7308633,17feb827-7c11-4b11-9e65-e193e7308633,Point,43.115100,-122.201522,
Fernie Golf Course,Canada,British Columbia,Fernie,operating,yes,yes,,,,,,,,north_america,,https://www.fernienordic.com/,https://openskimap.org/?obj=17ff5358120a7ae0d10e5b0e098490949a6edd98,17ff5358120a7ae0d10e5b0e098490949a6edd98,Point,49.516739,-115.048828,https://www.skimap.org/SkiAreas/view/2269
Sljeme,Croatia,"Grad Zagreb;Zagrebacka",Zagreb,operating,yes,no,3,,300,723,1024,5,3,europe,,https://www.sljeme.hr/,https://openskimap.org/?obj=1803700a35f46708216ab1cf6909ba0a0ed45e79,1803700a35f46708216ab1cf6909ba0a0ed45e79,Point,45.902719,15.947820,https://www.openstreetmap.org/relation/3908684 https://www.skimap.org/SkiAreas/view/1825
Moosilauke Ski Area,United States,New Hampshire,Woodstock,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=180c994e71947e16f24b0e52878eb0d35eca7c41,180c994e71947e16f24b0e52878eb0d35eca7c41,Point,43.993123,-71.817541,https://www.skimap.org/SkiAreas/view/19075
"立山山麓スキー場, Tateyama Sanroku Ski Area",Japan,Toyama Prefecture,,operating,yes,no,11,,668,492,1160,8,,japan,Q11597831,https://www.tateyama36.co.jp/ski,https://openskimap.org/?obj=180e2b35f36310240e0bec8e23e5e9ce6e76a58d,180e2b35f36310240e0bec8e23e5e9ce6e76a58d,Polygon,36.567643,137.425393,https://www.openstreetmap.org/way/1220494270 https://www.skimap.org/SkiAreas/view/1557
,Italy,Udine,,operating,no,yes,,3,20,778,798,,,europe,,,https://openskimap.org/?obj=1815568b-5705-4a70-8326-5337507fce4e,1815568b-5705-4a70-8326-5337507fce4e,Point,46.498175,13.488715,
,Czechia,Pardubice,,operating,yes,no,0,,40,558,598,1,1,europe,,,https://openskimap.org/?obj=18164306-72a2-4991-9356-459b72221459,18164306-72a2-4991-9356-459b72221459,Point,49.783042,15.807291,
,Slovakia,Presov,,operating,no,yes,,15,274,813,1087,,,europe,,,https://openskimap.org/?obj=183168a1-503a-4624-a546-d9fdb5ae1bb0,183168a1-503a-4624-a546-d9fdb5ae1bb0,Point,49.119591,20.168443,
Antelope Butte Ski Area,United States,Wyoming,,operating,yes,no,6,,293,2569,2861,3,1,north_america,,https://www.skiantelopebutte.com/,https://openskimap.org/?obj=1831ee26f69e1e486670bfce7b613ced5bdd1715,1831ee26f69e1e486670bfce7b613ced5bdd1715,Point,44.611459,-107.514782,https://www.skimap.org/SkiAreas/view/153
,France,Savoie,Lanslevillard,operating,no,yes,,6,63,1220,1283,,,europe,,,https://openskimap.org/?obj=183c5911-f2f4-4844-b8d0-6f97d1250552,183c5911-f2f4-4844-b8d0-6f97d1250552,Point,45.225577,6.779818,
,Czechia,Moravian-Silesian,,operating,no,yes,,1,81,424,505,,,europe,,,https://openskimap.org/?obj=183e7695-c5da-4376-8e66-9422655ee764,183e7695-c5da-4376-8e66-9422655ee764,Point,49.857875,17.966173,
,Finland,Tavastia Proper,Forssa,operating,no,yes,,5,35,91,126,,,europe,,,https://openskimap.org/?obj=18414f82-5da8-4706-bc72-7e7d31154ff8,18414f82-5da8-4706-bc72-7e7d31154ff8,Point,60.831547,23.603396,
,Finland,North Karelen,Pyhäselkä,operating,no,yes,,4,33,89,123,,,europe,,,https://openskimap.org/?obj=18446085-1938-426a-abf7-8c6bdfad9325,18446085-1938-426a-abf7-8c6bdfad9325,Point,62.436649,29.961003,
,United States,Maine,"Central Hancock;East Central Washington;East Hancock;Ellsworth;Machias;North Washington;Steuben;Sullivan",operating,no,yes,,141,91,-1,89,,,north_america,,,https://openskimap.org/?obj=18501ed6-20b3-4b89-b11c-ebd723cd3e4f,18501ed6-20b3-4b89-b11c-ebd723cd3e4f,Point,44.666563,-67.671585,
,Russia,Kirov,,operating,yes,no,1,,50,109,159,3,3,europe,,,https://openskimap.org/?obj=1855f803-2808-49dc-af28-e71ab1964385,1855f803-2808-49dc-af28-e71ab1964385,Point,58.644734,49.626483,
Mount Eniwa Olympic Site (恵庭岳),Japan,Hokkaido Prefecture,,abandoned,yes,no,,,,,,,,japan,,,https://openskimap.org/?obj=1857a40007b87e55359ffe7d510d3a189c9e3115,1857a40007b87e55359ffe7d510d3a189c9e3115,Point,42.778051,141.265006,https://www.skimap.org/SkiAreas/view/12832
Băile Homorod,Romania,Harghita,Băile Homorod,operating,yes,no,0,,61,719,780,1,1,europe,,,https://openskimap.org/?obj=1858b5b9e9ce16deae850a8ec769bafc037ce800,1858b5b9e9ce16deae850a8ec769bafc037ce800,Point,46.350060,25.474066,https://www.skimap.org/SkiAreas/view/12748
,Canada,Quebec,"La Macaza;Rivière-Rouge",operating,no,yes,,27,119,244,363,,,north_america,,,https://openskimap.org/?obj=1860a675-63aa-46e6-8efb-83d56379d81c,1860a675-63aa-46e6-8efb-83d56379d81c,Point,46.416264,-74.815510,
Sunridge Ski Area,Canada,Alberta,Sherwood Park,operating,yes,no,3,,51,615,666,5,3,north_america,Q7641007,https://www.sunridgeskiarea.com/,https://openskimap.org/?obj=186296d89d0534d357c5379dba97b7aa5039aa8a,186296d89d0534d357c5379dba97b7aa5039aa8a,Polygon,53.565775,-113.372838,https://www.openstreetmap.org/way/1137084435 https://www.skimap.org/SkiAreas/view/12
Mt. Holiday,United States,Michigan,,operating,yes,no,,,58,206,264,4,2,north_america,Q124257373,,https://openskimap.org/?obj=1864747f215a77007a5b357338fc038d3100e8c9,1864747f215a77007a5b357338fc038d3100e8c9,Polygon,44.741964,-85.515889,https://www.openstreetmap.org/way/896064328 https://www.skimap.org/SkiAreas/view/411
Stöten i Sälen,Sweden,Dalarna,,operating,yes,no,37,,390,444,834,20,18,europe,,https://www.stoten.se/,https://openskimap.org/?obj=1865a6be28b2364bdebc76bbda65867912512640,1865a6be28b2364bdebc76bbda65867912512640,Polygon,61.269221,12.894012,https://www.openstreetmap.org/way/1243554890 https://www.skimap.org/SkiAreas/view/2025
Grindelwald First,Switzerland,Bern,Grindelwald,operating,yes,no,39,,1436,1061,2497,7,2,europe,,https://www.jungfrau.ch/de-ch/grindelwaldfirst/,https://openskimap.org/?obj=1871bd97633b45248e93e03d11f44d94caae83fc,1871bd97633b45248e93e03d11f44d94caae83fc,Point,46.656434,8.062863,https://www.openstreetmap.org/relation/3412583 https://www.skimap.org/SkiAreas/view/17207
,Estonia,Rapla,Rapla,operating,no,yes,,3,6,59,65,,,europe,,,https://openskimap.org/?obj=187711da-7528-4571-8ce0-27c7c9626b2f,187711da-7528-4571-8ce0-27c7c9626b2f,Point,58.997965,24.818909,
,Austria,Carinthia,,operating,yes,no,0,,68,919,987,1,1,europe,,,https://openskimap.org/?obj=187f0e3c-2679-4b64-9272-8937b4d6097a,187f0e3c-2679-4b64-9272-8937b4d6097a,Point,46.920707,14.794250,
,Germany,Bavaria,Mehlmeisel,operating,yes,no,1,,135,666,801,5,5,europe,,,https://openskimap.org/?obj=1885587f-23ca-44fc-b101-13a5218fc70e,1885587f-23ca-44fc-b101-13a5218fc70e,Point,49.967903,11.847112,
William O'Brien State Park,United States,Minnesota,"Marine on St. Croix;Scandia",operating,no,yes,,17,68,244,312,,,north_america,,https://www.dnr.state.mn.us/state_parks/park.html?id=spk00283#homepage,https://openskimap.org/?obj=1890bafbda811c1c1d79704a791e9890eddef216,1890bafbda811c1c1d79704a791e9890eddef216,Point,45.221472,-92.782869,https://www.openstreetmap.org/relation/18063215
Edsåsdalen,Sweden,Jamtland,,operating,yes,yes,10,42,484,477,961,5,5,europe,,,https://openskimap.org/?obj=189b8787e2298d95f30c8a5bd291c548899df044,189b8787e2298d95f30c8a5bd291c548899df044,Polygon,63.314700,13.034603,https://www.openstreetmap.org/way/1443058618 https://www.skimap.org/SkiAreas/view/14408
Tjamstan,Sweden,Vasterbotten County,Malå,operating,yes,yes,,,150,321,472,4,4,europe,,https://tjamstan.se/,https://openskimap.org/?obj=189e375128fa6c7e98d8f7c30d5d90f4f01b7530,189e375128fa6c7e98d8f7c30d5d90f4f01b7530,Point,65.181357,18.749603,https://www.skimap.org/SkiAreas/view/14461
Makino Kogen (マキノ高原マキノスキー場),Japan,Shiga Prefecture,,operating,yes,no,,,,,,,,japan,,https://www.makinokougen.co.jp/,https://openskimap.org/?obj=18a10047c9f1fb8a56d10da0be4f84f518a946c2,18a10047c9f1fb8a56d10da0be4f84f518a946c2,Point,35.496695,136.029703,https://www.skimap.org/SkiAreas/view/1726
,Russia,Sverdlovsk,,operating,no,yes,,5,39,69,108,,,europe,,,https://openskimap.org/?obj=18a2e033-67a1-48a3-b0cf-de3d0f962c03,18a2e033-67a1-48a3-b0cf-de3d0f962c03,Point,58.023759,65.292843,
,Germany,Saxony,"Flöha;Frankenberg;Oederan",operating,no,yes,,6,58,440,497,,,europe,,,https://openskimap.org/?obj=18a3599d-3c44-4d9d-9367-4da3528f3a6e,18a3599d-3c44-4d9d-9367-4da3528f3a6e,Point,50.877583,13.116659,
Krahule,Slovakia,Banska Bystrica,,operating,yes,no,2,,163,891,1054,5,4,europe,,,https://openskimap.org/?obj=18a3811954df23ad59db3c5a64af9754c0138e1f,18a3811954df23ad59db3c5a64af9754c0138e1f,Point,48.727368,18.946303,https://www.openstreetmap.org/relation/14934463 https://www.skimap.org/SkiAreas/view/14248
,Switzerland,Graubunden,"Martina;Ramosch;Scuol;Sent;Strada",operating,no,yes,,25,163,1037,1200,,,europe,,,https://openskimap.org/?obj=18a667e8-a2ce-4088-995d-e694d5a6b65f,18a667e8-a2ce-4088-995d-e694d5a6b65f,Point,46.834280,10.388814,
Winiarska,Poland,Podkarpackie,Iwonicz-Zdrój,operating,yes,no,,,44,452,496,1,1,europe,,,https://openskimap.org/?obj=18aa3b914482245e89a72af546b67bb9b61b3061,18aa3b914482245e89a72af546b67bb9b61b3061,Point,49.566760,21.785438,https://www.skimap.org/SkiAreas/view/12685
,United States,Wyoming,South Park,operating,no,yes,,8,28,1839,1867,,,north_america,,,https://openskimap.org/?obj=18af049c-ca47-4b20-86b7-7cdfae06bcce,18af049c-ca47-4b20-86b7-7cdfae06bcce,Point,43.426841,-110.810496,
Mont des Brumes Piste de Ski,Belgium,Liège,,operating,yes,no,1,,140,383,523,2,2,europe,,http://www.montdesbrumes.be/,https://openskimap.org/?obj=18b27038484d3b7dd19629e2b8b655594c71fa62,18b27038484d3b7dd19629e2b8b655594c71fa62,Point,50.428932,5.913185,https://www.openstreetmap.org/relation/6903270 https://www.skimap.org/SkiAreas/view/14427
Piedmont Ski Trail,United States,Minnesota,Duluth,operating,no,yes,,5,49,355,405,,,north_america,,,https://openskimap.org/?obj=18ba7adcbb9c79b9e4b12a69c0f3af77143b6dbf,18ba7adcbb9c79b9e4b12a69c0f3af77143b6dbf,Point,46.769475,-92.165577,https://www.openstreetmap.org/relation/18024282
Ekebyhovsbacken,Sweden,Stockholm,,operating,yes,no,1,,68,4,72,2,2,europe,,https://www.ekebyhovsbacken.com/,https://openskimap.org/?obj=18bf2eec53fe65d5fb2521c162673aadb87e2f5f,18bf2eec53fe65d5fb2521c162673aadb87e2f5f,Polygon,59.279574,17.832712,https://www.openstreetmap.org/way/1057649882 https://www.skimap.org/SkiAreas/view/14413
"だいせんホワイトリゾート, Daisen White Resort",Japan,Tottori Prefecture,,operating,yes,no,0,,71,745,816,13,,japan,,https://www.daisen-resort.jp/,https://openskimap.org/?obj=18c3fba8fc39523a87ef5ae73ba37e372171062b,18c3fba8fc39523a87ef5ae73ba37e372171062b,Polygon,35.397278,133.540510,https://www.openstreetmap.org/way/1458699771 https://www.skimap.org/SkiAreas/view/1752
,Germany,Baden-Württemberg,Schonach im Schwarzwald,operating,yes,no,1,,154,946,1100,1,1,europe,,,https://openskimap.org/?obj=18c6e86c-2034-4e67-b2a8-d4e923b67bf5,18c6e86c-2034-4e67-b2a8-d4e923b67bf5,Point,48.130048,8.146632,
,Germany,Bavaria,Holzkirchen,operating,no,yes,,6,14,665,679,,,europe,,,https://openskimap.org/?obj=18c7e06f-81fe-4224-970e-c5439494c258,18c7e06f-81fe-4224-970e-c5439494c258,Point,47.895102,11.704460,
Bled - Straža,Slovenia,Upper Carniola,,abandoned,yes,no,1,,130,505,635,2,1,europe,,https://www.straza-bled.si/en/winter,https://openskimap.org/?obj=18d3cfd16286c7771a9d6d18501ca2e5d56d5bb1,18d3cfd16286c7771a9d6d18501ca2e5d56d5bb1,Point,46.362881,14.105111,https://www.skimap.org/SkiAreas/view/14119
,Russia,Tver,,operating,no,yes,,15,59,157,216,,,europe,,,https://openskimap.org/?obj=18d7533b-2777-4aea-8386-ae6aadf92983,18d7533b-2777-4aea-8386-ae6aadf92983,Point,56.751660,36.032665,
Holzhau,"Czechia;Germany","Saxony;Ústecký","Altenberg;Bobritzsch-Hilbersdorf;Deutschneudorf;Frauenstein;Hartmannsdorf-Reichenau;Hermsdorf/Erzgeb.;Neuhausen;Rechenberg-Bienenmühle;Sayda;Seiffen",operating,yes,yes,5,496,142,604,746,4,4,europe,,https://www.rechenberg-holzhau.de/skilift.html,https://openskimap.org/?obj=18e3d26505b38c8b207dfdfce0006c367c03a68d,18e3d26505b38c8b207dfdfce0006c367c03a68d,Point,50.733036,13.580128,https://www.skimap.org/SkiAreas/view/14125
Chambon-des-Neiges,France,Puy-de-Dôme,Chambon-sur-Lac,abandoned,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=18f425aa7cbb4124d1f267e75e2876eae0c59055,18f425aa7cbb4124d1f267e75e2876eae0c59055,Point,45.556173,2.855690,https://www.skimap.org/SkiAreas/view/947
,Russia,Primorsky,,operating,no,yes,,4,81,214,294,,,europe,,,https://openskimap.org/?obj=19037d87-b499-43bf-a444-e201c3e7446b,19037d87-b499-43bf-a444-e201c3e7446b,Point,43.159418,132.717004,
Wintergreen,United States,Wisconsin,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=190422251a072b93c55eaa82f273c0b427b79718,190422251a072b93c55eaa82f273c0b427b79718,Point,43.150002,-90.081925,https://www.skimap.org/SkiAreas/view/4694
,Canada,Quebec,"Coaticook;Saint-Herménégilde",operating,no,yes,,25,159,426,585,,,north_america,,,https://openskimap.org/?obj=19044017-cf2a-4d53-900d-956c942f0d48,19044017-cf2a-4d53-900d-956c942f0d48,Point,45.131356,-71.733933,
,Finland,North Karelen,,operating,no,yes,,9,22,103,125,,,europe,,,https://openskimap.org/?obj=190af9b9-5890-4951-a090-9fada95866fe,190af9b9-5890-4951-a090-9fada95866fe,Point,62.444605,30.236453,
Holtanlia,Norway,Nordland,,operating,yes,no,,,336,53,388,1,1,europe,,,https://openskimap.org/?obj=190ba67e121f8f32d767a4c9e5116465c972d18f,190ba67e121f8f32d767a4c9e5116465c972d18f,Polygon,67.292231,15.479246,https://www.openstreetmap.org/relation/13001737 https://www.skimap.org/SkiAreas/view/14340
Family aréna Cinkáč,Czechia,Liberec,,operating,yes,no,2,,120,675,795,3,3,europe,,https://www.benecko.info/zima/skiareal-benecko/,https://openskimap.org/?obj=190c2fc483313edaa02f67dd03e1c3b22ffd48eb,190c2fc483313edaa02f67dd03e1c3b22ffd48eb,Point,50.668556,15.546294,https://www.openstreetmap.org/relation/14034118 https://www.skimap.org/SkiAreas/view/14151
,Finland,Kainuu,,operating,no,yes,,7,27,213,240,,,europe,,,https://openskimap.org/?obj=1914af50-431b-4521-9165-7db2f24a30ff,1914af50-431b-4521-9165-7db2f24a30ff,Point,65.447791,29.548652,
,Estonia,Põlva,,operating,no,yes,,5,22,37,59,,,europe,,,https://openskimap.org/?obj=191dc78f-07b4-46c3-8658-a59559cb5ecf,191dc78f-07b4-46c3-8658-a59559cb5ecf,Point,57.924944,27.664199,
,Sweden,Dalarna,,operating,no,yes,,75,156,131,287,,,europe,,,https://openskimap.org/?obj=19213724-d3b3-4aef-9703-b0e8f4fdece7,19213724-d3b3-4aef-9703-b0e8f4fdece7,Point,60.581313,15.491105,
Ski Area Alpe Lusia,Italy,Trento,Moena,operating,yes,yes,30,,966,1369,2335,9,2,europe,,http://www.skiareaalpelusia.it/,https://openskimap.org/?obj=19268c3a52b68666608eebbafc6f5c44b69a05c6,19268c3a52b68666608eebbafc6f5c44b69a05c6,Polygon,46.343336,11.692403,https://www.openstreetmap.org/way/542227215 https://www.skimap.org/SkiAreas/view/4226
Mountain Creek,United States,New Jersey,"Vernon;Vernon Center",operating,yes,no,19,,305,142,447,11,4,north_america,Q6924907,https://www.mountaincreek.com/,https://openskimap.org/?obj=192966ee72706982914459006f770b177e87329e,192966ee72706982914459006f770b177e87329e,Polygon,41.183309,-74.516288,https://www.openstreetmap.org/way/972064114 https://www.skimap.org/SkiAreas/view/339
,Finland,Lapland,,operating,no,yes,,1,5,348,353,,,europe,,,https://openskimap.org/?obj=192ddbc7-b407-42a6-b90b-e7b7db657fd4,192ddbc7-b407-42a6-b90b-e7b7db657fd4,Point,68.312897,27.645534,
"白馬47, Hakuba 47",Japan,Nagano Prefecture,,operating,yes,no,13,,814,823,1637,6,,japan,Q11222992,https://www.hakuba47.co.jp,https://openskimap.org/?obj=192f6e288111943ea4d81d324398fab90c275728,192f6e288111943ea4d81d324398fab90c275728,Polygon,36.676465,137.822904,https://www.openstreetmap.org/way/771665619 https://www.skimap.org/SkiAreas/view/1598
Cerro Martial,Argentina,Tierra del Fuego,,operating,yes,no,1,,184,332,515,,,europe,,https://www.cerromartial.com.ar/,https://openskimap.org/?obj=193c019e9513b7876c7c622a01edf19de52b2d9a,193c019e9513b7876c7c622a01edf19de52b2d9a,Point,-54.798960,-68.370180,https://www.skimap.org/SkiAreas/view/1127
,Norway,Trøndelag,,operating,no,yes,,39,391,147,538,,,europe,,,https://openskimap.org/?obj=1943ba15-dbf2-4c5e-ad15-67588b3c6898,1943ba15-dbf2-4c5e-ad15-67588b3c6898,Point,63.072898,9.287770,
云山滑雪场,China,Liaoning,,operating,yes,no,1,,216,385,601,,,north_america,,,https://openskimap.org/?obj=194934b66bebb62119f79739f9d3c5731ba37eed,194934b66bebb62119f79739f9d3c5731ba37eed,Polygon,41.059808,124.140547,https://www.openstreetmap.org/way/1345023020
,Germany,Bavaria,Regenstauf,operating,yes,no,1,,83,442,525,1,1,europe,,,https://openskimap.org/?obj=194da583-1efb-4d5d-9cf9-273b2e19e5d9,194da583-1efb-4d5d-9cf9-273b2e19e5d9,Point,49.132329,12.180837,
,Norway,Nordland,,operating,no,yes,,33,543,66,609,,,europe,,,https://openskimap.org/?obj=19518ef1-826f-4004-be3b-3c07620788d8,19518ef1-826f-4004-be3b-3c07620788d8,Point,66.354379,14.566806,
,Russia,Moscow Oblast,,operating,no,yes,,2,37,141,177,,,europe,,,https://openskimap.org/?obj=195f6af2-7eeb-48f4-8a59-95a06bdc1dc4,195f6af2-7eeb-48f4-8a59-95a06bdc1dc4,Point,55.610855,36.481732,
Youland Sakauchi (遊らんど坂内スキー場),Japan,Gifu Prefecture,,abandoned,yes,no,,,,,,,,japan,,https://old-skier.seesaa.net/article/198543569.html,https://openskimap.org/?obj=1964dfc952e12469fe754fb2611c403795a532e8,1964dfc952e12469fe754fb2611c403795a532e8,Point,35.615084,136.404203,https://www.skimap.org/SkiAreas/view/1717
Skilift Albstadt-Tailfingen,Germany,Baden-Württemberg,Albstadt,operating,yes,no,2,,113,819,932,1,1,europe,,https://www.wsv-tailfingen.de,https://openskimap.org/?obj=1975a67c3e243ceccfb61c96f19d72d7a65e8e14,1975a67c3e243ceccfb61c96f19d72d7a65e8e14,Point,48.251992,9.030351,https://www.openstreetmap.org/relation/9304025 https://www.skimap.org/SkiAreas/view/14506
,Slovakia,Kosice,,operating,no,yes,,4,65,461,526,,,europe,,,https://openskimap.org/?obj=1980e202-39cd-4dc3-8b07-df83dc944591,1980e202-39cd-4dc3-8b07-df83dc944591,Point,48.921456,20.561739,
Mogamigawa (最上川スキー場),Japan,Yamagata Prefecture,,abandoned,yes,no,,,,,,,,japan,,,https://openskimap.org/?obj=19839041cd007050b9a03855a7ef650fbd54e8f8,19839041cd007050b9a03855a7ef650fbd54e8f8,Point,38.751807,140.070019,https://www.skimap.org/SkiAreas/view/16603
Buttermilk,United States,Colorado,Aspen,operating,yes,no,41,,608,2406,3014,8,4,north_america,Q5003005,https://www.aspensnowmass.com/four-mountains/buttermilk,https://openskimap.org/?obj=19882ff87499c75d087b673cb2adc41e66183db7,19882ff87499c75d087b673cb2adc41e66183db7,Polygon,39.192297,-106.870089,https://www.openstreetmap.org/way/530538581 https://www.skimap.org/SkiAreas/view/504
,Norway,Troms og Finnmark,,operating,no,yes,,4,37,134,171,,,europe,,,https://openskimap.org/?obj=199018b6-25d8-40dd-8abf-7c72f191398b,199018b6-25d8-40dd-8abf-7c72f191398b,Point,69.269854,19.115946,
,Norway,Nordland,Hattfjelldal,operating,no,yes,,43,410,244,654,,,europe,,,https://openskimap.org/?obj=19917cc7-961e-4294-9c62-1cf25e08ae2a,19917cc7-961e-4294-9c62-1cf25e08ae2a,Point,65.603139,14.053300,
,Russia,Belgorod,,operating,no,yes,,5,45,233,278,,,europe,,,https://openskimap.org/?obj=19920692-91a5-4119-b7bf-17960255311c,19920692-91a5-4119-b7bf-17960255311c,Point,51.113264,37.258545,
,United States,Maine,York Harbor,operating,no,yes,,0,3,14,16,,,north_america,,,https://openskimap.org/?obj=199dc16e-e358-452d-b39e-7863113ee056,199dc16e-e358-452d-b39e-7863113ee056,Point,43.142250,-70.666550,
