name,countries,regions,localities,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
Queyras - Arvieux,France,Hautes-Alpes,"Arvieux;Cervières;Château-Ville-Vieille",operating,yes,yes,14,62,413,1692,2105,6,5,europe,,https://lequeyras.com/,https://openskimap.org/?obj=99713653576c6e645d010ccfb24c164d181019fa,99713653576c6e645d010ccfb24c164d181019fa,Point,44.785493,6.737316,https://www.openstreetmap.org/relation/6346133 https://www.skimap.org/SkiAreas/view/673
Lynx Creek,United States,New Hampshire,Plymouth,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=9978751c6e030438d618a9db039d0980105849ec,9978751c6e030438d618a9db039d0980105849ec,Point,43.745057,-71.682036,https://www.skimap.org/SkiAreas/view/5457
Raten,Switzerland,Zug,alosen,operating,yes,no,1,,38,1081,1118,2,2,europe,,https://www.skilift-raten.ch/,https://openskimap.org/?obj=997ea579c2c82dbc9e0faf27dd45f4e13b42bdaa,997ea579c2c82dbc9e0faf27dd45f4e13b42bdaa,Point,47.139859,8.667304,https://www.openstreetmap.org/relation/9400312 https://www.skimap.org/SkiAreas/view/18350
Petříkov - Relax,Czechia,Olomouc,,operating,yes,no,0,,89,767,856,1,1,europe,,,https://openskimap.org/?obj=99829680a8177b3e87b8618321d968c42baffe2b,99829680a8177b3e87b8618321d968c42baffe2b,Point,50.199915,17.045483,https://www.openstreetmap.org/relation/17561820 https://www.skimap.org/SkiAreas/view/14240
,Germany,Baden-Württemberg,Münsingen,operating,yes,no,1,,52,724,776,1,1,europe,,,https://openskimap.org/?obj=9982eb09-b070-480d-9562-d23fecea1d95,9982eb09-b070-480d-9562-d23fecea1d95,Point,48.399072,9.491585,
"リステルスキーファンタジア, Listel Ski Fantasia",Japan,Fukushima Prefecture,,operating,yes,no,3,,250,602,852,2,,japan,,https://www.listel-inawashiro.jp/ski/top/,https://openskimap.org/?obj=998b84c54a7ad8cd55e861118c85725619503442,998b84c54a7ad8cd55e861118c85725619503442,Polygon,37.545981,140.152411,https://www.openstreetmap.org/way/322328447 https://www.skimap.org/SkiAreas/view/1422
,Russia,Sverdlovsk,,operating,no,yes,,2,30,212,242,,,europe,,,https://openskimap.org/?obj=998d6813-a987-4adb-8efa-a8169ef3413d,998d6813-a987-4adb-8efa-a8169ef3413d,Point,58.415480,60.002231,
Skigebiet Königsberg - Hollenstein,Austria,Lower Austria,,operating,yes,no,8,,374,682,1056,5,5,europe,,https://www.koenigsberg.at/,https://openskimap.org/?obj=9990f0a288a41182466029750509a66338018b94,9990f0a288a41182466029750509a66338018b94,Polygon,47.787830,14.797997,https://www.openstreetmap.org/way/340480524
,Germany,Saxony,Klingenthal,operating,yes,no,0,,26,832,858,2,2,europe,,,https://openskimap.org/?obj=99928740-1183-4718-b0ad-323e9fa7960f,99928740-1183-4718-b0ad-323e9fa7960f,Point,50.406475,12.485703,
Beaten Path Nordic Trails,Canada,Ontario,Atikokan,operating,no,yes,,30,57,424,481,,,north_america,,https://www.facebook.com/people/Beaten-Path-Nordic-Trails/100064519606986/,https://openskimap.org/?obj=99949dbee2c6fd23ae8b2e4503424158dead176e,99949dbee2c6fd23ae8b2e4503424158dead176e,Point,48.715997,-91.593018,https://www.skimap.org/SkiAreas/view/17442
,Norway,Troms og Finnmark,,operating,no,yes,,10,67,31,98,,,europe,,,https://openskimap.org/?obj=99a5c825-0adf-4394-a133-64725c54aa4c,99a5c825-0adf-4394-a133-64725c54aa4c,Point,69.720575,29.936348,
Manganui,New Zealand,Taranaki Region,Egmont National Park,operating,yes,no,7,,435,1259,1694,4,4,north_america,,https://www.skitaranaki.co.nz/,https://openskimap.org/?obj=99a7c3830fd8d96e37ee1b4b535a3933be72e515,99a7c3830fd8d96e37ee1b4b535a3933be72e515,Point,-39.301849,174.084523,https://www.openstreetmap.org/relation/11082910 https://www.skimap.org/SkiAreas/view/1097
Passo Penice,Italy,Piacenza,,operating,yes,no,1,,76,1063,1139,1,1,europe,,,https://openskimap.org/?obj=99a81d7bf4b1733535a4c032d9ca89e5c5f9399b,99a81d7bf4b1733535a4c032d9ca89e5c5f9399b,Polygon,44.798454,9.326847,https://www.openstreetmap.org/way/334481848
"赤羽根スキー場, Akabane Ski Resort",Japan,Iwate Prefecture,,operating,yes,no,1,,80,542,623,3,3,japan,,,https://openskimap.org/?obj=99ade8e8c37124b74b0be4de1818238f37970a3d,99ade8e8c37124b74b0be4de1818238f37970a3d,Polygon,39.247015,141.594134,https://www.openstreetmap.org/way/1448329404 https://www.skimap.org/SkiAreas/view/1366
Val Cenis,France,Savoie,Lanslevillard,operating,yes,yes,91,,1432,1306,2737,33,18,europe,Q2920718,https://www.valcenis.com,https://openskimap.org/?obj=99ae575c13123d2b1fcabf60180a7cf2b4c3efe0,99ae575c13123d2b1fcabf60180a7cf2b4c3efe0,Polygon,45.275901,6.881332,https://www.openstreetmap.org/way/332881926 https://www.skimap.org/SkiAreas/view/788
,Czechia,South Bohemian,,operating,yes,no,1,,59,555,614,1,1,europe,,,https://openskimap.org/?obj=99ae6e0b-30e4-4eb4-8eac-1f2ba2c0a01c,99ae6e0b-30e4-4eb4-8eac-1f2ba2c0a01c,Point,48.930173,14.276142,
,Germany,Baden-Württemberg,Hohenstein,operating,no,yes,,11,58,740,798,,,europe,,,https://openskimap.org/?obj=99b079e7-7bbf-4d6a-8c2f-23df0949bb4e,99b079e7-7bbf-4d6a-8c2f-23df0949bb4e,Point,48.345802,9.298624,
Oukaimden ski resort,Morocco,Marrakesh-Safi,,operating,yes,no,10,,649,2620,3269,6,5,europe,Q3090623,https://oukaimeden.org/,https://openskimap.org/?obj=99b0997a8fa9371217f7fea652e83c1b65dd562c,99b0997a8fa9371217f7fea652e83c1b65dd562c,Polygon,31.190740,-7.859839,https://www.openstreetmap.org/way/814240135 https://www.skimap.org/SkiAreas/view/1801
Les Sentiers La Balade de Lévis,Canada,Quebec,Levis,operating,no,yes,,22,47,25,72,,,north_america,,https://www.lessentierslabalade.com/,https://openskimap.org/?obj=99b4cf550161cf0bf85a5f68498fe08d10cece60,99b4cf550161cf0bf85a5f68498fe08d10cece60,Point,46.740625,-71.201191,https://www.skimap.org/SkiAreas/view/15335
,Sweden,Dalarna,,operating,no,yes,,20,69,387,456,,,europe,,,https://openskimap.org/?obj=99b8bff8-8e5b-4881-88cc-558de6563bd5,99b8bff8-8e5b-4881-88cc-558de6563bd5,Point,60.108304,14.902140,
Hochzillertal-Hochfügen,Austria,Tyrol,"Aschau;Āt",operating,yes,no,81,,1821,553,2374,35,18,europe,Q1372792,https://www.hochzillertal.com/,https://openskimap.org/?obj=99cef648d8c6f7231b60448092fb29de26069d0f,99cef648d8c6f7231b60448092fb29de26069d0f,Point,47.262215,11.817463,https://www.openstreetmap.org/relation/5675207 https://www.skimap.org/SkiAreas/view/12306
,Finland,Lapland,,operating,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=99cf29b025cbe97964a1ebe70eef6b0d95a86e1e,99cf29b025cbe97964a1ebe70eef6b0d95a86e1e,Polygon,67.549045,24.240096,https://www.openstreetmap.org/way/788881286
,United States,"Minnesota;North Dakota",Moorhead,operating,no,yes,,4,19,271,290,,,north_america,,,https://openskimap.org/?obj=99d07c24-9bd7-4216-8318-c10d84607f67,99d07c24-9bd7-4216-8318-c10d84607f67,Point,46.912511,-96.759484,
,Russia,Moscow Oblast,,operating,no,yes,,2,10,150,160,,,europe,,,https://openskimap.org/?obj=99d25be1-b35c-4746-afce-c7abf2002441,99d25be1-b35c-4746-afce-c7abf2002441,Point,55.782215,38.084554,
,Finland,Uusimaa,,operating,no,yes,,14,48,87,135,,,europe,,,https://openskimap.org/?obj=99d38c8b-6073-42af-8899-cfc844f92954,99d38c8b-6073-42af-8899-cfc844f92954,Point,60.547357,24.251113,
,Ukraine,Ivano-Frankivs'k,,operating,yes,no,1,,136,680,815,1,1,europe,,,https://openskimap.org/?obj=99d5ec26-cc06-41ab-b183-a60c64d5f6b2,99d5ec26-cc06-41ab-b183-a60c64d5f6b2,Point,48.145919,24.765245,
,Sweden,Vastra Gotaland,,operating,no,yes,,8,6,293,299,,,europe,,,https://openskimap.org/?obj=99da4b3f-a443-426a-af29-ac1443b288dd,99da4b3f-a443-426a-af29-ac1443b288dd,Point,58.430702,13.785518,
,Finland,Pirkanmaa,Tampere,operating,no,yes,,16,59,96,155,,,europe,,,https://openskimap.org/?obj=99da5271-aa49-4f0d-a701-9acdbcd21803,99da5271-aa49-4f0d-a701-9acdbcd21803,Point,61.451673,23.824704,
,Germany,Baden-Württemberg,Stetten am kalten Markt,operating,yes,no,1,,46,739,785,2,2,europe,,,https://openskimap.org/?obj=99e7d4d8-c074-4810-9e47-32766dfd5b12,99e7d4d8-c074-4810-9e47-32766dfd5b12,Point,48.124879,9.092188,
,Belarus,Haradzyenskaya Voblasts',,operating,no,yes,,2,23,148,171,,,europe,,,https://openskimap.org/?obj=99e8252a-4663-417d-b341-7ccfd71e0575,99e8252a-4663-417d-b341-7ccfd71e0575,Point,53.763907,23.864901,
,Canada,Manitoba,"Lac du Bonnet;Pinawa",operating,no,yes,,29,23,274,297,,,north_america,,,https://openskimap.org/?obj=99e82bed-1b30-48f4-a4cd-d2f2be5e7c52,99e82bed-1b30-48f4-a4cd-d2f2be5e7c52,Point,50.166122,-95.856262,
,Norway,Vestfold og Telemark,,operating,no,yes,,26,318,610,928,,,europe,,,https://openskimap.org/?obj=99eff069-10a2-454c-824f-33f1048792ce,99eff069-10a2-454c-824f-33f1048792ce,Point,59.039950,7.971266,
Ovindoli,Italy,L'Aquila,,operating,yes,no,18,,628,1425,2054,12,4,europe,,https://www.ovindolimagnola.it/,https://openskimap.org/?obj=99fc72000e2914274efb60d579cb7cacb1043bc3,99fc72000e2914274efb60d579cb7cacb1043bc3,Point,42.150141,13.495005,https://www.skimap.org/SkiAreas/view/4276
,United States,Michigan,"Hancock;Quincy",operating,no,yes,,28,112,199,311,,,north_america,,,https://openskimap.org/?obj=99fea17c-3870-409c-a7a5-387f8e85a319,99fea17c-3870-409c-a7a5-387f8e85a319,Point,47.149209,-88.602581,
,Germany,Saxony,Eibenstock,operating,yes,no,,,112,631,744,3,2,europe,,,https://openskimap.org/?obj=9a057a5b-ab92-42d7-a6ca-d451ff5350d0,9a057a5b-ab92-42d7-a6ca-d451ff5350d0,Point,50.487722,12.595443,
,United States,Michigan,Klacking,operating,no,yes,,21,53,384,437,,,north_america,,,https://openskimap.org/?obj=9a08d14d-a5f8-43e1-a5f4-db7dae41804e,9a08d14d-a5f8-43e1-a5f4-db7dae41804e,Point,44.350054,-84.215631,
Careggine,Italy,Lucca,,operating,yes,no,2,,106,1102,1208,2,2,europe,,https://www.genzianella.net/wp/portfolio-items/sci-snowboard/,https://openskimap.org/?obj=9a0a6d70d6bf06e467be4c6ca741e7c36e18efa9,9a0a6d70d6bf06e467be4c6ca741e7c36e18efa9,Polygon,44.094887,10.314753,https://www.openstreetmap.org/way/1453824572 https://www.skimap.org/SkiAreas/view/5119
,Germany,Bavaria,Bad Wiessee,operating,no,yes,,4,21,736,757,,,europe,,,https://openskimap.org/?obj=9a103070-b427-428a-b935-4888471f1eae,9a103070-b427-428a-b935-4888471f1eae,Point,47.708647,11.722576,
Tegelbergbahn,Germany,Bavaria,Schwangau,operating,yes,no,5,,895,821,1716,2,1,europe,,https://www.tegelbergbahn.de,https://openskimap.org/?obj=9a10ccf06281008007b4cf64ad6d41dd2cde7423,9a10ccf06281008007b4cf64ad6d41dd2cde7423,Point,47.565964,10.769250,https://www.openstreetmap.org/relation/19420827 https://www.skimap.org/SkiAreas/view/4213
Mount Mawson,Australia,Tasmania,,operating,yes,yes,0,,25,1219,1243,3,3,north_america,,https://mtmawson.info/,https://openskimap.org/?obj=9a112643ca4ee8653be0c8c581b4ee15b97cd3af,9a112643ca4ee8653be0c8c581b4ee15b97cd3af,Polygon,-42.681553,146.577134,https://www.openstreetmap.org/way/1388318072 https://www.skimap.org/SkiAreas/view/1176
Mahdlift Neuleutasch,Austria,Tyrol,,operating,yes,no,0,,55,1222,1277,1,1,europe,,https://www.seefeld.com/de/schlepplift-neuleutasch.html,https://openskimap.org/?obj=9a1d8cd0b099b93ebf5efa3f8f1186e9da9ac7b3,9a1d8cd0b099b93ebf5efa3f8f1186e9da9ac7b3,Point,47.354874,11.180908,https://www.skimap.org/SkiAreas/view/17774
,Latvia,Saldus,,operating,no,yes,,5,16,94,110,,,europe,,,https://openskimap.org/?obj=9a26746a-6764-4c7e-bc1f-deed42c4a86c,9a26746a-6764-4c7e-bc1f-deed42c4a86c,Point,56.646569,22.492402,
,Norway,Troms og Finnmark,,operating,no,yes,,3,80,12,92,,,europe,,,https://openskimap.org/?obj=9a2b01bc-2371-4410-960f-094b38801c17,9a2b01bc-2371-4410-960f-094b38801c17,Point,69.840465,22.035066,
Feleacu (Cluj-Napoca),Romania,Cluj,,operating,yes,no,1,,92,650,742,1,1,europe,,,https://openskimap.org/?obj=9a2e1d86527ce6404379c03b07ef612ad36a8835,9a2e1d86527ce6404379c03b07ef612ad36a8835,Point,46.718330,23.641193,https://www.skimap.org/SkiAreas/view/2793
North Corridor Trail,United States,Colorado,Ouray,operating,no,yes,,3,23,2318,2341,,,north_america,,https://ouraynordic.org/north-corridor/,https://openskimap.org/?obj=9a2fe8f691d515eee1179bcf405f97ff52c731c5,9a2fe8f691d515eee1179bcf405f97ff52c731c5,Polygon,38.037447,-107.679294,https://www.openstreetmap.org/way/534437335
Rauland skisenter,Norway,Vestfold og Telemark,,operating,yes,no,5,,242,883,1125,,,europe,,,https://openskimap.org/?obj=9a344f6be936d9449aa4b9041433483bd9f19dd2,9a344f6be936d9449aa4b9041433483bd9f19dd2,Polygon,59.719349,8.156554,https://www.openstreetmap.org/relation/8098720
,Russia,Moscow Oblast,,operating,no,yes,,3,39,157,196,,,europe,,,https://openskimap.org/?obj=9a42d3ab-cdf4-4838-b868-b5cc379b3512,9a42d3ab-cdf4-4838-b868-b5cc379b3512,Point,55.231632,37.548749,
"ぬかびら源泉郷スキー場, Nukabira Gensenkyo Ski Area",Japan,Hokkaido Prefecture,,operating,yes,no,,,296,572,868,2,,japan,Q11274910,https://www.kamishihoro.jp/place/00000005,https://openskimap.org/?obj=9a55c94b8fc02ab9b43fd4f8105636b3e7d57a01,9a55c94b8fc02ab9b43fd4f8105636b3e7d57a01,Polygon,43.357838,143.183963,https://www.openstreetmap.org/way/934303265 https://www.skimap.org/SkiAreas/view/1279
Ktaadn Resort XC Trails,United States,Maine,North Penobscot,operating,no,yes,,23,169,157,325,,,north_america,,https://www.neoc.com/winter-activities/,https://openskimap.org/?obj=9a6663a0c0188098cfdf281ca9435a37d5cadc02,9a6663a0c0188098cfdf281ca9435a37d5cadc02,Polygon,45.721261,-68.810029,https://www.openstreetmap.org/way/1243192412 https://www.skimap.org/SkiAreas/view/18032
McCall Activity Barn,United States,Idaho,Mccall,operating,yes,yes,,11,23,1521,1544,1,1,north_america,,,https://openskimap.org/?obj=9a6b743bc41f763a0c7f7769207137755120c9ce,9a6b743bc41f763a0c7f7769207137755120c9ce,Polygon,44.866913,-116.117317,https://www.openstreetmap.org/way/880047742
Mount Pisgah Ski Center,United States,New York,Harrietstown,operating,yes,no,2,,82,540,623,2,2,north_america,Q137691328,https://saranaclakeny.gov/mount-pisgah/,https://openskimap.org/?obj=9a6d40762e97f91827bbffbdfdae616332e6e3a6,9a6d40762e97f91827bbffbdfdae616332e6e3a6,Polygon,44.344708,-74.126108,https://www.openstreetmap.org/way/1464128439 https://www.skimap.org/SkiAreas/view/314
The Retreat Ski Area,United States,Vermont,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=9a703594dfc1e7ef682c3920a920b40bf8103062,9a703594dfc1e7ef682c3920a920b40bf8103062,Point,43.712557,-72.826653,https://www.skimap.org/SkiAreas/view/19068
,United States,Vermont,,operating,no,yes,,8,212,528,741,,,north_america,,,https://openskimap.org/?obj=9a773011-23e5-4dd1-92f2-1ef1c662fb06,9a773011-23e5-4dd1-92f2-1ef1c662fb06,Point,43.495947,-72.754643,
"白樺湖ロイヤルヒルスキー場, Shirakabako Royal Hill",Japan,Nagano Prefecture,,operating,yes,no,5,,262,1455,1717,3,,japan,Q7374280,https://royalhill.co.jp/,https://openskimap.org/?obj=9a842617fcfa4a5a11e036512cd1cded8fd75eac,9a842617fcfa4a5a11e036512cd1cded8fd75eac,Polygon,36.096827,138.238170,https://www.openstreetmap.org/way/664637993 https://www.skimap.org/SkiAreas/view/1670
,Russia,Kirov,Kirov,operating,yes,no,1,,13,113,126,1,1,europe,,,https://openskimap.org/?obj=9a89c184-49c5-4186-b99d-06363b58ffba,9a89c184-49c5-4186-b99d-06363b58ffba,Point,58.590427,49.689899,
Cortina d'Ampezzo (Faloria - Cristallo - Mietres - Tofana),Italy,Belluno,Cortina d'Ampezzo,operating,yes,yes,,,,,,,,europe,,https://cortina.dolomiti.org/,https://openskimap.org/?obj=9a8be208c4f1832db8bf13c7102e2dcc3eef0a84,9a8be208c4f1832db8bf13c7102e2dcc3eef0a84,Point,46.533333,12.133333,https://www.skimap.org/SkiAreas/view/2065
,Slovakia,Zilina,,operating,no,yes,,13,394,1076,1470,,,europe,,,https://openskimap.org/?obj=9a8cbc3f-5315-4aed-a950-d941698eda37,9a8cbc3f-5315-4aed-a950-d941698eda37,Point,49.008683,19.208960,
,Canada,British Columbia,Mackenzie,operating,no,yes,,32,83,734,817,,,north_america,,,https://openskimap.org/?obj=9a8f1ed3-ecf8-4b9c-85d1-7ba1955f784e,9a8f1ed3-ecf8-4b9c-85d1-7ba1955f784e,Point,55.320381,-123.056681,
,Slovakia,Presov,,operating,no,yes,,11,94,826,920,,,europe,,,https://openskimap.org/?obj=9a95a01c-4e61-4054-bf2f-b6fe2d30ee0d,9a95a01c-4e61-4054-bf2f-b6fe2d30ee0d,Point,49.083973,20.114229,
Haldi,Switzerland,Uri,"Bürglen;Haldi;Schattdorf",operating,yes,no,1,,154,1238,1393,3,2,europe,,,https://openskimap.org/?obj=9aaba5860a16a63a78b42abb3053edcb19f3a29b,9aaba5860a16a63a78b42abb3053edcb19f3a29b,Point,46.853619,8.687229,https://www.openstreetmap.org/relation/9284206
,South Korea,Jeollabuk-Do,,operating,no,yes,,0,20,884,904,,,north_america,,,https://openskimap.org/?obj=9ab1061d-5a05-4bf2-9ebb-29d46cd7ad18,9ab1061d-5a05-4bf2-9ebb-29d46cd7ad18,Point,35.886054,127.728403,
,Russia,Vladimir,Kirzhach,operating,no,yes,,7,32,148,180,,,europe,,,https://openskimap.org/?obj=9abbbc24-d9cf-4db9-b1de-38bea903f747,9abbbc24-d9cf-4db9-b1de-38bea903f747,Point,56.112010,38.893313,
Kjerringåsen,Norway,Viken,,operating,yes,no,2,,125,83,208,2,2,europe,,https://kjerringaasen.no/,https://openskimap.org/?obj=9ac243df0cfb50c8362fafe5ab9dc80b41e8597b,9ac243df0cfb50c8362fafe5ab9dc80b41e8597b,Point,59.391541,11.097196,https://www.skimap.org/SkiAreas/view/15822
,Canada,Alberta,Vermilion,operating,no,yes,,14,39,577,616,,,north_america,,,https://openskimap.org/?obj=9ac52bf2-1515-4519-91b8-deb05f51fc12,9ac52bf2-1515-4519-91b8-deb05f51fc12,Point,53.365727,-110.892258,
Whistler Blackcomb,Canada,British Columbia,Whistler,operating,yes,no,299,,1606,656,2261,33,11,north_america,Q1206060,https://www.whistlerblackcomb.com,https://openskimap.org/?obj=9acabdff8a4e7ac9bd74c5812a03220c3a2cf1ab,9acabdff8a4e7ac9bd74c5812a03220c3a2cf1ab,Polygon,50.089049,-122.942134,https://www.openstreetmap.org/way/474288286 https://www.skimap.org/SkiAreas/view/28
,Sweden,Jamtland,,operating,no,yes,,0,3,629,632,,,europe,,,https://openskimap.org/?obj=9acfc863-7edd-4479-b281-a47a4e0435a6,9acfc863-7edd-4479-b281-a47a4e0435a6,Point,63.127960,12.853737,
Tyrol Basin Ski And Snowboard Area,United States,Wisconsin,,operating,yes,no,4,,80,269,349,5,2,north_america,Q7861546,,https://openskimap.org/?obj=9ad9c3320dba8e303f81c067ec6b6f8c5c0b47b4,9ad9c3320dba8e303f81c067ec6b6f8c5c0b47b4,Polygon,43.046079,-89.780748,https://www.openstreetmap.org/way/304469711
,Sweden,Vasternorrland,,operating,no,yes,,6,67,42,109,,,europe,,,https://openskimap.org/?obj=9ade4aaf-6597-427f-b98b-52cf9dff50e6,9ade4aaf-6597-427f-b98b-52cf9dff50e6,Point,62.279846,17.043045,
"さっぽろばんけいスキー場, Sapporo Bankei Ski Area",Japan,Hokkaido Prefecture,,operating,yes,no,10,,242,195,437,6,,japan,Q11268009,https://www.bankei.co.jp/,https://openskimap.org/?obj=9ade9d864d990e2d6af84fdb027b9cefbba2f778,9ade9d864d990e2d6af84fdb027b9cefbba2f778,Polygon,43.027883,141.277981,https://www.openstreetmap.org/way/1080141945 https://www.skimap.org/SkiAreas/view/1303
Beach Lake Nordic Ski Trails,United States,Alaska,Anchorage,operating,no,yes,,19,50,58,108,,,north_america,,https://www.anchoragenordicski.com/,https://openskimap.org/?obj=9af0bcb29b8540db6305c0463fd5f47b8261bdca,9af0bcb29b8540db6305c0463fd5f47b8261bdca,Point,61.375673,-149.539890,https://www.skimap.org/SkiAreas/view/2938
,Norway,Vestland,,operating,no,yes,,3,319,452,771,,,europe,,,https://openskimap.org/?obj=9af0f60e-06aa-446b-8087-09db9e2cb75f,9af0f60e-06aa-446b-8087-09db9e2cb75f,Point,61.895272,6.547791,
,Germany,Saxony-Anhalt,Oberharz am Brocken,operating,no,yes,,25,172,454,626,,,europe,,,https://openskimap.org/?obj=9af2c738-0777-49ba-b671-f31218c4f90c,9af2c738-0777-49ba-b671-f31218c4f90c,Point,51.665563,10.799108,
Rainbow Ridge,Canada,Ontario,Bracebridge,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=9af3537f89307ed903a1a1d144ed83040eb5f597,9af3537f89307ed903a1a1d144ed83040eb5f597,Point,45.039794,-79.340665,https://www.skimap.org/SkiAreas/view/14491
Les Rafforts - Hery-sur-Ugine,France,Savoie,Ugine,abandoned,yes,no,6,,318,910,1228,2,2,europe,,,https://openskimap.org/?obj=9af9e56b19298d2efed2a78dd25aa22e905c1455,9af9e56b19298d2efed2a78dd25aa22e905c1455,Point,45.787949,6.481790,https://www.skimap.org/SkiAreas/view/757
,United States,Alaska,Anchorage,operating,no,yes,,5,89,7,95,,,north_america,,,https://openskimap.org/?obj=9b0a529d-72e2-4fd7-8e12-20bd56982b85,9b0a529d-72e2-4fd7-8e12-20bd56982b85,Point,60.957347,-149.167458,
Stony Mountain Ski Area,Canada,Manitoba,Rockwood,operating,yes,no,1,,17,239,256,2,2,north_america,,https://www.skistony.com/,https://openskimap.org/?obj=9b0b198daee585decaae779d9adb83a55afb7506,9b0b198daee585decaae779d9adb83a55afb7506,Point,50.094095,-97.206510,https://www.skimap.org/SkiAreas/view/63
Pfannilift am Schliersee,Germany,Bavaria,Schliersee,operating,yes,no,0,,37,836,872,1,1,europe,,https://www.maier-schmotz.de/skilift.php,https://openskimap.org/?obj=9b0f937dafa766a19bec18cc28eb07009015cc48,9b0f937dafa766a19bec18cc28eb07009015cc48,Point,47.702801,11.866735,https://www.skimap.org/SkiAreas/view/13654
,Finland,Uusimaa,Kirkkonummi,operating,no,yes,,1,6,17,23,,,europe,,,https://openskimap.org/?obj=9b1379e9-6c30-4dd9-9748-8e21a6f26e29,9b1379e9-6c30-4dd9-9748-8e21a6f26e29,Point,60.126099,24.473154,
Talma,Finland,Uusimaa,,,yes,no,2,,44,27,71,7,7,europe,,https://talmaski.fi/,https://openskimap.org/?obj=9b1712717944d09d08750ef31734e71b0e366dc1,9b1712717944d09d08750ef31734e71b0e366dc1,Point,60.397760,25.175400,https://www.skimap.org/SkiAreas/view/1836
,Germany,North Rhine-Westphalia,Reichshof,operating,no,yes,,6,45,319,364,,,europe,,,https://openskimap.org/?obj=9b1c0457-992f-4a2b-8c91-95cc5760ba27,9b1c0457-992f-4a2b-8c91-95cc5760ba27,Point,50.950757,7.652957,
,Sweden,Kalmar,,operating,no,yes,,4,15,11,26,,,europe,,,https://openskimap.org/?obj=9b2cf0fb-98aa-45e1-8b45-297a31642ab4,9b2cf0fb-98aa-45e1-8b45-297a31642ab4,Point,57.741296,16.624100,
Elm,Switzerland,Glarus,Elm,operating,yes,yes,28,,1084,1016,2100,8,5,europe,,https://www.elm.ch/,https://openskimap.org/?obj=9b2e119addfc0afa49b11fa80970374732521abb,9b2e119addfc0afa49b11fa80970374732521abb,Point,46.920466,9.146162,https://www.openstreetmap.org/relation/9051526 https://www.skimap.org/SkiAreas/view/4392
Shenhu Ski Field,China,Hebei,,operating,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=9b2fe015a644c937a676b3b8d42c953a8b52a640,9b2fe015a644c937a676b3b8d42c953a8b52a640,Point,39.022689,115.294257,https://www.skimap.org/SkiAreas/view/13998
Prà delle Nasse DX,Italy,Trento,,operating,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=9b32604205a9f173995099e23b11010987dc18da,9b32604205a9f173995099e23b11010987dc18da,Polygon,46.263872,11.797559,https://www.openstreetmap.org/way/179150279
Mt. Robert,New Zealand,Tasman Region,Nelson Lakes National Park,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=9b34b84679b4f67374e6671ec66d4a0edc342c95,9b34b84679b4f67374e6671ec66d4a0edc342c95,Point,-41.847646,172.798417,https://www.skimap.org/SkiAreas/view/2958
,Russia,Leningrad,,operating,no,yes,,5,12,67,79,,,europe,,,https://openskimap.org/?obj=9b3d9949-6dec-48a3-8636-73e9ed24feff,9b3d9949-6dec-48a3-8636-73e9ed24feff,Point,60.192033,30.479991,
Col du Frêne,France,Savoie,Saint-Pierre-d'Albigny,abandoned,yes,no,,,,,,,,europe,,https://stationsfantomes.wordpress.com/2016/09/23/col-du-frene/,https://openskimap.org/?obj=9b46eaf68d478b7df90b5e0089e1f10c4e5e1680,9b46eaf68d478b7df90b5e0089e1f10c4e5e1680,Point,45.580350,6.135260,https://www.skimap.org/SkiAreas/view/5054
Skicentrum Hoofddorp,Netherlands,North Holland,Hoofddorp,operating,yes,no,,,,,,,,europe,,https://www.skicentrumhoofddorp.nl/,https://openskimap.org/?obj=9b53e292fa70f2d38c6422245bf7f1a1fb9ab242,9b53e292fa70f2d38c6422245bf7f1a1fb9ab242,Point,52.309528,4.704272,https://www.skimap.org/SkiAreas/view/18370
Red Mountain,United States,Colorado,Glenwood Springs,abandoned,yes,no,,,,,,,,north_america,,https://www.coloradoskihistory.com/lost/redmountain.html,https://openskimap.org/?obj=9b5fd34b95d6db431c3fc728841cc6eb81bf4f25,9b5fd34b95d6db431c3fc728841cc6eb81bf4f25,Point,39.544567,-107.337461,https://www.skimap.org/SkiAreas/view/14810
,Finland,Southern Ostrobothnia,,operating,no,yes,,1,8,52,60,,,europe,,,https://openskimap.org/?obj=9b65fcc4-3146-4fe1-bec6-9f3a306a7f44,9b65fcc4-3146-4fe1-bec6-9f3a306a7f44,Point,62.813316,22.784383,
,Russia,Khabarovsk,,operating,yes,no,19,,488,357,846,3,1,europe,,,https://openskimap.org/?obj=9b6672d1-2ff0-4631-8bc3-22b188bc998c,9b6672d1-2ff0-4631-8bc3-22b188bc998c,Point,50.737666,136.550878,
